SampleID,TaxaID,N_Taxa,INDEX_CLASS,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,FFG,TOLVAL,HABIT,NONTARGET
320302-6/13/23,Hydracarina,3,VeryNarrow,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
320302-6/13/23,Isopoda,13,VeryNarrow,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
320302-6/13/23,Notonectidae,1,VeryNarrow,Arthropoda,,Insecta,,Hemiptera,Notonectidae,PR,8.6,SW,FALSE
320302-6/13/23,Oligochaeta,9,VeryNarrow,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
320302-6/13/23,Physidae,7,VeryNarrow,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
320302-6/13/23,Pisidiidae,5,VeryNarrow,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
320302-6/13/23,Planorbidae,1,VeryNarrow,Mollusca,,Gastropoda,,Basommatophora,Planorbidae,SC,6.5,CB,FALSE
320306-6/12/23,Amphipoda,5,WestFlat,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
320306-6/12/23,Baetidae,3,WestFlat,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
320306-6/12/23,Caenidae,45,WestFlat,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,CG,4.2,BU;SP,FALSE
320306-6/12/23,Calopterygidae,1,WestFlat,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
320306-6/12/23,Chironomidae,158,WestFlat,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
320306-6/12/23,Coenagrionidae,1,WestFlat,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
320306-6/12/23,Corixidae,1,WestFlat,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
320306-6/12/23,Corydalidae,1,WestFlat,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
320306-6/12/23,Decapoda,12,WestFlat,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
320306-6/12/23,Elmidae,11,WestFlat,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
320306-6/12/23,Gerridae,1,WestFlat,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
320306-6/12/23,Gyrinidae,1,WestFlat,Arthropoda,,Insecta,,Coleoptera,Gyrinidae,PR,4.1,SW,FALSE
320306-6/12/23,Haliplidae,1,WestFlat,Arthropoda,,Insecta,,Coleoptera,Haliplidae,SH,7.3,,FALSE
320306-6/12/23,Heptageniidae,3,WestFlat,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
320306-6/12/23,Hydracarina,11,WestFlat,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
320306-6/12/23,Hydropsychidae,1,WestFlat,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
320306-6/12/23,Isopoda,13,WestFlat,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
320306-6/12/23,Oligochaeta,1,WestFlat,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
320306-6/12/23,Perlidae,5,WestFlat,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
320306-6/12/23,Physidae,9,WestFlat,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
320306-6/12/23,Pisidiidae,2,WestFlat,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
320306-6/12/23,Scirtidae,1,WestFlat,Arthropoda,,Insecta,,Coleoptera,Scirtidae,SC,6,CB,FALSE
320306-6/12/23,Turbellaria,1,WestFlat,Platyhelminthes,,Turbellaria,,,,CG,NA,,FALSE
320319-6/12/23,Aeshnidae,1,WetWide,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
320319-6/12/23,Amphipoda,26,WetWide,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
320319-6/12/23,Baetidae,5,WetWide,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
320319-6/12/23,Caenidae,36,WetWide,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,CG,4.2,BU;SP,FALSE
320319-6/12/23,Calopterygidae,14,WetWide,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
320319-6/12/23,Ceratopogonidae,5,WetWide,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
320319-6/12/23,Chironomidae,55,WetWide,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
320319-6/12/23,Coenagrionidae,7,WetWide,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
320319-6/12/23,Decapoda,1,WetWide,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
320319-6/12/23,Elmidae,22,WetWide,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
320319-6/12/23,Haliplidae,1,WetWide,Arthropoda,,Insecta,,Coleoptera,Haliplidae,SH,7.3,,FALSE
320319-6/12/23,Haliplidae,10,WetWide,Arthropoda,,Insecta,,Coleoptera,Haliplidae,SH,7.3,,FALSE
320319-6/12/23,Helicopsychidae,3,WetWide,Arthropoda,,Insecta,,Trichoptera,Helicopsychidae,SC,2,BU,FALSE
320319-6/12/23,Heptageniidae,1,WetWide,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
320319-6/12/23,Hirudinea,1,WetWide,Annelida,,Hirudinea,Hirudinea,,,PR,NA,SP,FALSE
320319-6/12/23,Hydracarina,6,WetWide,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
320319-6/12/23,Hydrobiidae,2,WetWide,Mollusca,,Gastropoda,,Neotaenioglossa,Hydrobiidae,SC,6.9,CN,FALSE
320319-6/12/23,Libellulidae,4,WetWide,Arthropoda,,Insecta,,Odonata,Libellulidae,PR,9.2,CB;SP,FALSE
320319-6/12/23,Notonectidae,4,WetWide,Arthropoda,,Insecta,,Hemiptera,Notonectidae,PR,8.6,SW,FALSE
320319-6/12/23,Oligochaeta,10,WetWide,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
320319-6/12/23,Physidae,28,WetWide,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
320319-6/12/23,Pisidiidae,2,WetWide,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
320319-6/12/23,Planorbidae,1,WetWide,Mollusca,,Gastropoda,,Basommatophora,Planorbidae,SC,6.5,CB,FALSE
320319-6/12/23,Simuliidae,36,WetWide,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
320319-6/12/23,Turbellaria,2,WetWide,Platyhelminthes,,Turbellaria,,,,CG,NA,,FALSE
340209-9/26/23,Aeshnidae,1,VeryNarrow,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
340209-9/26/23,Amphipoda,66,VeryNarrow,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
340209-9/26/23,Ancylidae,4,VeryNarrow,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
340209-9/26/23,Baetidae,2,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
340209-9/26/23,Belostomatidae,1,VeryNarrow,Arthropoda,,Insecta,,Hemiptera,Belostomatidae,PR,9.9,CB;SW,FALSE
340209-9/26/23,Calopterygidae,19,VeryNarrow,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
340209-9/26/23,Chironomidae,9,VeryNarrow,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
340209-9/26/23,Coenagrionidae,3,VeryNarrow,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
340209-9/26/23,Corixidae,76,VeryNarrow,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
340209-9/26/23,Decapoda,1,VeryNarrow,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
340209-9/26/23,Dixidae,2,VeryNarrow,Arthropoda,,Insecta,,Diptera,Dixidae,CG,2.9,SW,FALSE
340209-9/26/23,Gerridae,1,VeryNarrow,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
340209-9/26/23,Hydracarina,4,VeryNarrow,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
340209-9/26/23,Lestidae,1,VeryNarrow,Arthropoda,,Insecta,,Odonata,Lestidae,PR,6.9,CB,FALSE
340209-9/26/23,Limnephilidae,20,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
340209-9/26/23,Lymnaeidae,6,VeryNarrow,Mollusca,,Gastropoda,,Basommatophora,Lymnaeidae,SC,6.4,CB,FALSE
340209-9/26/23,Nepidae,8,VeryNarrow,Arthropoda,,Insecta,,Hemiptera,Nepidae,PR,7.4,CB;CN,FALSE
340209-9/26/23,Notonectidae,1,VeryNarrow,Arthropoda,,Insecta,,Hemiptera,Notonectidae,PR,8.6,SW,FALSE
340209-9/26/23,Oligochaeta,5,VeryNarrow,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
340209-9/26/23,Phryganeidae,2,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Phryganeidae,SH,4.5,CB;CN,FALSE
340209-9/26/23,Physidae,3,VeryNarrow,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
340209-9/26/23,Pisidiidae,7,VeryNarrow,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
340209-9/26/23,Pleidae,6,VeryNarrow,Arthropoda,,Insecta,,Hemiptera,Pleidae,PR,NA,SW,FALSE
340209-9/26/23,Sialidae,6,VeryNarrow,Arthropoda,,Insecta,,Megaloptera,Sialidae,PR,5.1,BU,FALSE
340209-9/26/23,Tabanidae,1,VeryNarrow,Arthropoda,,Insecta,,Diptera,Tabanidae,PR,6.3,SP,FALSE
340209-9/26/23,Veliidae,2,VeryNarrow,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
340231-8/10/23,Aeshnidae,1,VeryNarrow,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
340231-8/10/23,Amphipoda,40,VeryNarrow,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
340231-8/10/23,Ancylidae,5,VeryNarrow,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
340231-8/10/23,Baetidae,24,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
340231-8/10/23,Baetiscidae,1,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Baetiscidae,CG,3.3,BU;CN;SP,FALSE
340231-8/10/23,Brachycentridae,3,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
340231-8/10/23,Calopterygidae,7,VeryNarrow,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
340231-8/10/23,Chironomidae,20,VeryNarrow,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
340231-8/10/23,Coenagrionidae,1,VeryNarrow,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
340231-8/10/23,Corixidae,5,VeryNarrow,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
340231-8/10/23,Corydalidae,2,VeryNarrow,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
340231-8/10/23,Culicidae,3,VeryNarrow,Arthropoda,,Insecta,,Diptera,Culicidae,CF,8.1,SW,FALSE
340231-8/10/23,Decapoda,3,VeryNarrow,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
340231-8/10/23,Dixidae,1,VeryNarrow,Arthropoda,,Insecta,,Diptera,Dixidae,CG,2.9,SW,FALSE
340231-8/10/23,Elmidae,44,VeryNarrow,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
340231-8/10/23,Ephemeridae,1,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Ephemeridae,CG,3,BU,FALSE
340231-8/10/23,Gerridae,1,VeryNarrow,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
340231-8/10/23,Gomphidae,1,VeryNarrow,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
340231-8/10/23,Gyrinidae,1,VeryNarrow,Arthropoda,,Insecta,,Coleoptera,Gyrinidae,PR,4.1,SW,FALSE
340231-8/10/23,Gyrinidae,1,VeryNarrow,Arthropoda,,Insecta,,Coleoptera,Gyrinidae,PR,4.1,SW,FALSE
340231-8/10/23,Helicopsychidae,1,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Helicopsychidae,SC,2,BU,FALSE
340231-8/10/23,Heptageniidae,15,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
340231-8/10/23,Hirudinea,1,VeryNarrow,Annelida,,Hirudinea,Hirudinea,,,PR,NA,SP,FALSE
340231-8/10/23,Hydracarina,3,VeryNarrow,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
340231-8/10/23,Hydropsychidae,56,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
340231-8/10/23,Isonychiidae,1,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Isonychiidae,CF,2.8,SW,FALSE
340231-8/10/23,Limnephilidae,1,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
340231-8/10/23,Physidae,3,VeryNarrow,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
340231-8/10/23,Pisidiidae,2,VeryNarrow,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
340231-8/10/23,Pleuroceridae,1,VeryNarrow,Mollusca,,Gastropoda,,Neotaenioglossa,Pleuroceridae,SC,3.6,CB,FALSE
340231-8/10/23,Polycentropodidae,4,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Polycentropodidae,PR,5.5,CN,FALSE
340231-8/10/23,Psephenidae,5,VeryNarrow,Arthropoda,,Insecta,,Coleoptera,Psephenidae,SH;SC,3.9,CN,FALSE
340231-8/10/23,Simuliidae,10,VeryNarrow,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
340231-8/10/23,Tabanidae,1,VeryNarrow,Arthropoda,,Insecta,,Diptera,Tabanidae,PR,6.3,SP,FALSE
340231-8/10/23,Tipulidae,7,VeryNarrow,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
340231-8/10/23,Tricorythidae,1,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
340231-8/10/23,Veliidae,5,VeryNarrow,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
340231-8/10/23,Viviparidae,1,VeryNarrow,Mollusca,,Gastropoda,,Architaenioglossa,Viviparidae,SC,4.3,CB,FALSE
340261-8/30/23,Amphipoda,29,VeryNarrow,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
340261-8/30/23,Ancylidae,1,VeryNarrow,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
340261-8/30/23,Baetidae,44,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
340261-8/30/23,Brachycentridae,8,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
340261-8/30/23,Calopterygidae,1,VeryNarrow,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
340261-8/30/23,Ceratopogonidae,1,VeryNarrow,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
340261-8/30/23,Chironomidae,7,VeryNarrow,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
340261-8/30/23,Elmidae,14,VeryNarrow,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
340261-8/30/23,Ephemerellidae,2,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
340261-8/30/23,Gerridae,1,VeryNarrow,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
340261-8/30/23,Gyrinidae,8,VeryNarrow,Arthropoda,,Insecta,,Coleoptera,Gyrinidae,PR,4.1,SW,FALSE
340261-8/30/23,Helicopsychidae,3,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Helicopsychidae,SC,2,BU,FALSE
340261-8/30/23,Heptageniidae,12,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
340261-8/30/23,Hydrobiidae,7,VeryNarrow,Mollusca,,Gastropoda,,Neotaenioglossa,Hydrobiidae,SC,6.9,CN,FALSE
340261-8/30/23,Hydropsychidae,8,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
340261-8/30/23,Hydroptilidae,2,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
340261-8/30/23,Isonychiidae,3,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Isonychiidae,CF,2.8,SW,FALSE
340261-8/30/23,Isopoda,16,VeryNarrow,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
340261-8/30/23,Lepidostomatidae,1,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Lepidostomatidae,SH,1,CB,FALSE
340261-8/30/23,Libellulidae,1,VeryNarrow,Arthropoda,,Insecta,,Odonata,Libellulidae,PR,9.2,CB;SP,FALSE
340261-8/30/23,Perlidae,6,VeryNarrow,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
340261-8/30/23,Physidae,4,VeryNarrow,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
340261-8/30/23,Pisidiidae,11,VeryNarrow,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
340261-8/30/23,Planorbidae,2,VeryNarrow,Mollusca,,Gastropoda,,Basommatophora,Planorbidae,SC,6.5,CB,FALSE
340261-8/30/23,Polycentropodidae,2,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Polycentropodidae,PR,5.5,CN,FALSE
340261-8/30/23,Porifera,1,VeryNarrow,Porifera,,,,,,CF,NA,,FALSE
340261-8/30/23,Simuliidae,65,VeryNarrow,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
340261-8/30/23,Sisyridae,3,VeryNarrow,Arthropoda,,Insecta,,Neuroptera,Sisyridae,PR,8.2,CB,FALSE
340261-8/30/23,Tricorythidae,6,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
340261-8/30/23,Turbellaria,1,VeryNarrow,Platyhelminthes,,Turbellaria,,,,CG,NA,,FALSE
340261-8/30/23,Unionidae,1,VeryNarrow,Mollusca,,Bivalvia,,Unionoida,Unionidae,CF,5,BU,FALSE
340261-8/30/23,Veliidae,1,VeryNarrow,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
340261-8/30/23,Viviparidae,2,VeryNarrow,Mollusca,,Gastropoda,,Architaenioglossa,Viviparidae,SC,4.3,CB,FALSE
400104-8/3/23,Athericidae,1,WestSteep,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
400104-8/3/23,Baetidae,38,WestSteep,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
400104-8/3/23,Brachycentridae,30,WestSteep,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
400104-8/3/23,Caenidae,2,WestSteep,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,CG,4.2,BU;SP,FALSE
400104-8/3/23,Ceratopogonidae,1,WestSteep,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
400104-8/3/23,Chironomidae,21,WestSteep,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
400104-8/3/23,Corydalidae,1,WestSteep,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
400104-8/3/23,Elmidae,21,WestSteep,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
400104-8/3/23,Ephemerellidae,3,WestSteep,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
400104-8/3/23,Glossosomatidae,28,WestSteep,Arthropoda,,Insecta,,Trichoptera,Glossosomatidae,SC,0.6,CN,FALSE
400104-8/3/23,Hydracarina,17,WestSteep,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
400104-8/3/23,Hydrobiidae,394,WestSteep,Mollusca,,Gastropoda,,Neotaenioglossa,Hydrobiidae,SC,6.9,CN,FALSE
400104-8/3/23,Hydropsychidae,18,WestSteep,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
400104-8/3/23,Hydroptilidae,1,WestSteep,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
400104-8/3/23,Lepidostomatidae,12,WestSteep,Arthropoda,,Insecta,,Trichoptera,Lepidostomatidae,SH,1,CB,FALSE
400104-8/3/23,Leptoceridae,1,WestSteep,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
400104-8/3/23,Oligochaeta,16,WestSteep,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
400104-8/3/23,Perlidae,2,WestSteep,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
400104-8/3/23,Pisidiidae,1,WestSteep,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
400104-8/3/23,Simuliidae,49,WestSteep,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
400104-8/3/23,Tipulidae,1,WestSteep,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
400104-8/3/23,Tricorythidae,17,WestSteep,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
400104-8/3/23,Turbellaria,2,WestSteep,Platyhelminthes,,Turbellaria,,,,CG,NA,,FALSE
400176-9/7/23,Aeshnidae,10,WetWide,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
400176-9/7/23,Amphipoda,83,WetWide,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
400176-9/7/23,Baetidae,10,WetWide,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
400176-9/7/23,Calopterygidae,5,WetWide,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
400176-9/7/23,Chironomidae,27,WetWide,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
400176-9/7/23,Cordulegastridae,12,WetWide,Arthropoda,,Insecta,,Odonata,Cordulegastridae,PR,2.9,BU,FALSE
400176-9/7/23,Corydalidae,4,WetWide,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
400176-9/7/23,Elmidae,17,WetWide,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
400176-9/7/23,Gerridae,3,WetWide,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
400176-9/7/23,Heptageniidae,7,WetWide,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
400176-9/7/23,Hydropsychidae,3,WetWide,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
400176-9/7/23,Leptophlebiidae,4,WetWide,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
400176-9/7/23,Limnephilidae,2,WetWide,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
400176-9/7/23,Nemouridae,4,WetWide,Arthropoda,,Insecta,,Plecoptera,Nemouridae,SH,1.9,SP,FALSE
400176-9/7/23,Oligochaeta,2,WetWide,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
400176-9/7/23,Perlidae,4,WetWide,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
400176-9/7/23,Philopotamidae,6,WetWide,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
400176-9/7/23,Simuliidae,42,WetWide,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
400176-9/7/23,Tipulidae,2,WetWide,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
410538-7/27/23,Aeshnidae,1,WestFlat,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
410538-7/27/23,Amphipoda,113,WestFlat,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
410538-7/27/23,Ancylidae,1,WestFlat,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
410538-7/27/23,Baetidae,19,WestFlat,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
410538-7/27/23,Belostomatidae,1,WestFlat,Arthropoda,,Insecta,,Hemiptera,Belostomatidae,PR,9.9,CB;SW,FALSE
410538-7/27/23,Brachycentridae,1,WestFlat,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
410538-7/27/23,Calopterygidae,1,WestFlat,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
410538-7/27/23,Ceratopogonidae,1,WestFlat,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
410538-7/27/23,Chironomidae,1,WestFlat,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
410538-7/27/23,Corbicula,3,WestFlat,Mollusca,,Bivalvia,,Veneroida,Corbiculidae,CF,NA,,FALSE
410538-7/27/23,Corixidae,41,WestFlat,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
