MonitoringLocationIdentifier,State,MonitoringLocationName,MonitoringLocationTypeName,LatitudeMeasure,LongitudeMeasure
MDEQ_WQ_WQX-Y05BRIDC50,Montana,Bridger Ck u/s of SF Bridger Ck at Pryor Mtn Rd xing,Stream,45.229341,-108.843221
MDEQ_WQ_WQX-Y05BRSFC03,Montana,Bridger Creek South Fork near mouth,Stream,45.228702,-108.846915
MDEQ_WQ_WQX-Y05CFYLR01,Montana,Clarks Fork of Yellowstone River 1.8 mile d/s Wyoming border,Stream,45.0164,-109.05522
MDEQ_WQ_WQX-Y05CFYLR02,Montana,Clarks Fork of Yellowstone River 1/3 mi d/s Hwy 72 crossing,Stream,45.07797,-109.0305
MDEQ_WQ_WQX-Y05CFYLR06,Montana,Clarks Fork of the Yellowstone River about 2/3 mile upstream of mouth,Stream,45.64413,-108.72067
MDEQ_WQ_WQX-Y05CFYLR10,Montana,Clarks Fork of Yellowstone River,Stream,45.578016,-108.807097
MDEQ_WQ_WQX-Y05CFYLR14,Montana,Clarks Fork Yellowstone River d/s Glenwood ditch,Stream,45.543055,-108.827031
MDEQ_WQ_WQX-Y05CFYLR25,Montana,Clarks Fork of Yellowstone River,Stream,45.43341,-108.86611
MDEQ_WQ_WQX-Y05CFYLR28,Montana,Clarks Fork Yellowstone at FAS above Hwy 310,Stream,45.25631,-108.92178
MDEQ_WQ_WQX-Y05CFYLR30,Montana,Clarks Fork Yellowstone River at E River Road xing,Stream,45.391633,-108.895101
MDEQ_WQ_WQX-Y05CFYLR38,Montana,Clarks Fork Yellowstone River at Peters Rd,Stream,45.278793,-108.903501
MDEQ_WQ_WQX-Y05CFYLR55,Montana,Clarks Fork Yellowstone River at Hwy 72 crossing,Stream,45.189802,-108.984179
MDEQ_WQ_WQX-Y05CFYLR60,Montana,Clarks Fork Yellowstone River off Bear Cr Lane,Stream,45.144655,-108.990045
MDEQ_WQ_WQX-Y05CFYLR65,Montana,Clarks ForkYellowstone River at Bridger Bend,Stream,45.10607,-109.02478
MDEQ_WQ_WQX-Y05CFYLR73,Montana,Clarks Fork Yellowstone River at Chance Road xing,Stream,45.01151,-109.06221
MTVOLWQM_WQX-BF,Montana,Big Fork Docks,Lake,48.06224,-114.074977
MDEQ_WQ_WQX-Y05CLFYR01,Montana,Clarks Fork of Yellowstone River at Edgar 50 yds from bridge,Stream,45.464444,-108.840833
MDEQ_WQ_WQX-Y05CNYRS04,Montana,Cooney Reservoir at deepest point on Red Lodge Arm,Lake,45.44566,-109.231539
MDEQ_WQ_WQX-Y05CNYRS05,Montana,Cooney Reservoir at Marshall Cove,Lake,45.44493,-109.20413
MDEQ_WQ_WQX-Y05CNYRS06,Montana,Cooney Reservoir at Fisherman's Point,Lake,45.43577,-109.22643
MDEQ_WQ_WQX-Y05CNYRS07,Montana,Cooney Reservoir at Red Lodge Arm campground,Lake,45.44128,-109.22963
MDEQ_WQ_WQX-Y05CNYRS08,Montana,Cooney Reservoir at North Shore boat ramp,Lake,45.44939,-109.21222
MDEQ_WQ_WQX-Y05DHRNW01,Montana,DH Ranch irrigation ditch wetland inlet,Stream,45.508429,-108.825063
MDEQ_WQ_WQX-Y05DHRNW07,Montana,DH Ranch wetland cell,Stream,45.510737,-108.827288
MDEQ_WQ_WQX-Y05DRYC15,Montana,"Dry Creek, 0.4 mi u/s of Clarks Fork of YR",Stream,45.195545,-108.986479
MDEQ_WQ_WQX-Y05DRYC98,Montana,"Dry Creek, d/s confluence of NF and SF",Stream,45.214294,-109.01917
MDEQ_WQ_WQX-Y05DRYNF01,Montana,"Dry Creek North Fork, near mouth",Stream,45.214193,-109.020084
MDEQ_WQ_WQX-Y05DRYNF55,Montana,"Dry Creek North Fork, at N Fk Dry Cr Rd crossing",Stream,45.23489,-109.07775
MDEQ_WQ_WQX-Y05DRYSF01,Montana,"Dry Creek South Fork, near mouth",Stream,45.213621,-109.019716
MDEQ_WQ_WQX-Y05DRYSF50,Montana,"Dry Creek South Fork, at John's Lane crossing",Stream,45.21098,-109.08185
MDEQ_WQ_WQX-Y05ELBWC30,Montana,Elbow Creek at lower Elbow Creek Rd Crossing,Stream,45.455249,-108.95727
MDEQ_WQ_WQX-Y05ELBWC40,Montana,Elbow Creek at first Lower Elbow Creek rd xing,Stream,45.42418,-109.00085
MDEQ_WQ_WQX-Y05LKFKC50,Montana,Lake Fork Creek,Stream,45.081278,-109.470048
MDEQ_WQ_WQX-Y05LKFRC01,Montana,Lake Fork Rock Creek,Stream,45.0788,-109.4116
MDEQ_WQ_WQX-Y05RDLEC02,Montana,East Red Lodge Creek near mouth,Stream,45.321841,-109.313475
MDEQ_WQ_WQX-Y05RDLGC05,Montana,Red Lodge Creek off Palmer Ln,Stream,45.47064,-109.08309
MDEQ_WQ_WQX-Y05RDLGC45,Montana,Red Lodge Creek just below Cooney Res,Stream,45.449755,-109.197284
MDEQ_WQ_WQX-Y05RDLGC48,Montana,Red Lodge Creek just above Cooney Res,Stream,45.436341,-109.251015
MDEQ_WQ_WQX-Y05RDLGC75,Montana,Red Lodge Creek at Election Rd crossing,Stream,45.391355,-109.320557
MDEQ_WQ_WQX-Y05RDLWC10,Montana,Red Lodge Creek West above Luther Road bridge,Stream,45.283889,-109.430278
MDEQ_WQ_WQX-Y05RDLWC20,Montana,Red Lodge Creek West above lowermost bridge,Stream,45.321111,-109.319722
MDEQ_WQ_WQX-Y05ROCKC02,Montana,Rock Creek below Highway 78 bridge,Stream,45.47435,-108.99567
MDEQ_WQ_WQX-Y05ROCKC08,Montana,Rock Creek 0.1 mi above mouth,Stream,45.526591,-108.824929
MDEQ_WQ_WQX-Y05ROCKC20,Montana,Rock Creek at Hwy 212 xing,Stream,45.382693,-109.142405
MDEQ_WQ_WQX-Y05ROCKC30,Montana,Rock Creek 0.3 mi u/s Red Lodge Creek confl.,Stream,45.4696,-109.07457
MDEQ_WQ_WQX-Y05ROCKC60,Montana,Rock Creek at Horsethief Station FAS,Stream,45.234428,-109.23146
MDEQ_WQ_WQX-Y05ROCKC70,Montana,Rock Creek u/s of W Fk Rock Creek,Stream,45.15263,-109.27107
MDEQ_WQ_WQX-Y05ROCKC90,Montana,Rock Creek 0.2 mi d/s Wyoming Creek,Stream,45.060894,-109.40494
MDEQ_WQ_WQX-Y05ROCWF01,Montana,Rock Creek West Fork,Stream,45.1503,-109.3408
MDEQ_WQ_WQX-Y05ROCWF02,Montana,Rock Creek near mouth,Stream,45.156493,-109.26832
MDEQ_WQ_WQX-Y05SILVC01,Montana,Silvertip Creek about 1.5 miles from the mouth,Stream,45.17425,-108.98475
MDEQ_WQ_WQX-Y05SILVC10,Montana,Silvertip Creek at Dutch Lane crossing,Stream,45.159954,-108.977483
MDEQ_WQ_WQX-Y05SILVC22,Montana,Silvertip Creek 1/4 mi u/s Cub Cr off S Silvertip Rd,Stream,45.134926,-108.964014
MDEQ_WQ_WQX-Y05SILVC45,Montana,Silvertip Creek on BLM property,Stream,45.102624,-108.964559
MDEQ_WQ_WQX-Y05SILVC85,Montana,Silvertip Creek 2.5 mi d/s WY border,Stream,45.02592,-108.93838
MDEQ_WQ_WQX-Y05SILVC95,Montana,Silvertip Creek just inside the MT WY border,Stream,45.00012,-108.903015
MDEQ_WQ_WQX-Y05SPRGC02,Montana,Spring Creek at River Rd,Stream,45.647854,-108.715433
MDEQ_WQ_WQX-Y05WILOC45,Montana,Willow Creek at Taylor Hill Rd xing,Stream,45.293497,-109.261851
MDEQ_WQ_WQX-Y05WILOC90,Montana,Willow Creek at lowermost bridge above Cooney Reservoir,Stream,45.425,-109.230556
MDEQ_WQ_WQX-Y06CANYC03,Montana,Canyon Creek near mouth at end Goodman Rd,Stream,45.71714,-108.59936
MDEQ_WQ_WQX-Y06FDLTD01,Montana,"Feedlot Ditch immediately south of Canyon Cr, near mouth",Stream,45.71632,-108.59948
MDEQ_WQ_WQX-Y06VANDD05,Montana,Vandenberg Drain Ditch 0.5 mile upstream confluence with Yellowstone R,Stream,45.61709,-108.83996
MDEQ_WQ_WQX-Y06VANDD25,Montana,Vandenberg Drain Ditch in North-South running segment,Stream,45.62134,-108.84824
MDEQ_WQ_WQX-Y06VANDD50,Montana,Vandenberg Drain Ditch upstream Trewin School Rd crossing,Stream,45.62307,-108.8642
MDEQ_WQ_WQX-Y06VANDD90,Montana,Vandenberg Drain Ditch downstream WWTP lagoon,Stream,45.62249,-108.88972
MDEQ_WQ_WQX-Y06YEGND99,Montana,Yegan Ditch near mouth,Stream,45.795278,-108.471667
MDEQ_WQ_WQX-Y06YELSR01,Montana,Yellowstone River at Buffalo Mirage FAS,Stream,45.6103,-108.8414
MDEQ_WQ_WQX-Y05CFYLR07,Montana,Clarks Fork Yellowstone River at Thiel Rd,Stream,45.648417,-108.716887
MDEQ_WQ_WQX-Y06YELSR06,Montana,Yellowstone River at Hwy 212 bridge near Laurel,Stream,45.65411,-108.75963
MDEQ_WQ_WQX-Y06YELSR10,Montana,Yellowstone River at Mystic Park,Stream,45.76891,-108.47524
MDEQ_WQ_WQX-Y06YELSR20,Montana,Yellowstone River at Duck Creek Road crossing,Stream,45.69327,-108.64031
MDEQ_WQ_WQX-Y06YSR470,Montana,Yellowstone River at Billings Avenue bridge,Stream,45.736111,-108.530556
MDEQ_WQ_WQX-Y06YSR520,Montana,Yellowstone River at Coulson park,Stream,45.790556,-108.473889
MDEQ_WQ_WQX-Y08PRYRC04,Montana,Pryor Creek near mouth on BLM land near Huntley,Stream,45.88664,-108.31393
MDEQ_WQ_WQX-Y11BGHNR01,Montana,Bighorn River near Hardin,Stream,45.521667,-107.725833
MDEQ_WQ_WQX-Y11BGHNR02,Montana,Bighorn River at Manuel Lisa FAS,Stream,46.14575,-107.46502
MDEQ_WQ_WQX-Y11BGHNR28,Montana,Bighorn River at Arapooish fishing access site,Stream,45.75656,-107.56575
MDEQ_WQ_WQX-Y11BGHNR56,Montana,Big Horn River at Big Horn fishing access site,Stream,45.41492,-107.79036
MDEQ_WQ_WQX-Y11BIGH01,Montana,Bighorn River at Bighorn at Manuel Lisa FA below interstate,Stream,46.142222,-107.467222
MDEQ_WQ_WQX-Y12ALKIC03,Montana,Alkali Creek,Stream,45.80545,-108.49686
MDEQ_WQ_WQX-Y12YELSR02,Montana,Yellowstone River upstream of Huntley diversion dam,Stream,45.87309,-108.3513
MDEQ_WQ_WQX-Y12YELSR03,Montana,Yellowstone River at Voyagers Rest FAS,Stream,45.99749,-108.12608
MDEQ_WQ_WQX-Y12YELSR04,Montana,Yellowstone River on BLM land,Stream,46.14061,-107.58434
MDEQ_WQ_WQX-Y12YELSR05,Montana,Yellowstone River across from mouth of Pryor Creek,Stream,45.88944,-108.31889
MDEQ_WQ_WQX-Y12YELSR20,Montana,Yellowstone River at Captain Clark FAS,Stream,46.0755,-107.7226
MDEQ_WQ_WQX-Y12YELSR60,Montana,Yellowstone River 3 mi. d/s Hwy 87 bridge,Stream,45.82611,-108.42584
MDEQ_WQ_WQX-Y12YELSR90,Montana,Yellowstone River at end of Coulsen Road,Stream,45.8519,-108.3884
MDEQ_WQ_WQX-Y12YSR625,Montana,Yellowstone River at Pompey's Pillar,Stream,45.996389,-108.009722
MDEQ_WQ_WQX-Y16TONGR02,Montana,Tongue River at Interstate,Stream,46.385833,-105.845278
MDEQ_WQ_WQX-Y17AREFC04,Montana,Armells Creek East Fork on mine property,Stream,45.87028,-106.63474
MDEQ_WQ_WQX-Y17AREFC50,Montana,Armells Creek East Fork downstream of golf course,Stream,45.91932,-106.64246
MDEQ_WQ_WQX-Y17AREFC60,Montana,Armells Creek East Fork upstream of golf course,Stream,45.90394,-106.6328
MDEQ_WQ_WQX-Y17AREFC65,Montana,Armells Creek East Fork near Colstrip WWTP ponds,Stream,45.89012,-106.62317
MDEQ_WQ_WQX-Y17AREFC73,Montana,Armells Creek East Fork near treatment ponds,Stream,45.87956,-106.62438
MDEQ_WQ_WQX-Y17AREFC75,Montana,Armells Creek East Fork upstream of Hwy 39 crossing,Stream,45.8753,-106.62761
MDEQ_WQ_WQX-Y17CRTMC04,Montana,Cartersville Main Canal at Cartersville Road crossing,Stream,46.29602,-106.30634
MDEQ_WQ_WQX-Y17TONGR01,Montana,Tongue River at Miles City KOA 300 yards North of bridge,Stream,46.405278,-105.860833
MDEQ_WQ_WQX-Y17YELSR08,Montana,Yellowstone River at Far West FAS,Stream,46.2774,-106.4828
MDEQ_WQ_WQX-Y17YELSR09,Montana,Yellowstone River at Rosebud West FAS,Stream,46.2658,-106.6924
MDEQ_WQ_WQX-Y17YELSR10,Montana,Yellowstone River upstream of Hwy 59 bridge,Stream,46.421,-105.8619
MDEQ_WQ_WQX-Y17YELSR12,Montana,Yellowstone River at low head dam in Forsyth,Stream,46.2747,-106.6792
MDEQ_WQ_WQX-Y17YELSR30,Montana,Yellowstone River downstream 1902 Bridge,Stream,46.371,-105.934
MDEQ_WQ_WQX-Y17YELSR45,Montana,YellowstoneRiver at Roche Saune FAS,Stream,46.42139,-105.85665
MDEQ_WQ_WQX-Y17YELSR93,Montana,Yellowstone River at Myers Bridge FAS,Stream,46.254,-107.3441
MDEQ_WQ_WQX-Y18PWDRR01,Montana,Powder River at Broadus,Stream,45.42698,-105.40447
MDEQ_WQ_WQX-Y18PWDRR70,Montana,Powder River d/s Broadus bridge,Stream,45.42782,-105.40299
MDEQ_WQ_WQX-Y21PWDRR01,Montana,Powder River at the mouth near Terry,Stream,46.74057,-105.42967
MDEQ_WQ_WQX-Y23SANDC10,Montana,Sand Creek at railroad tracks,Stream,47.02921,-104.75
MDEQ_WQ_WQX-Y23USVNC02,Montana,Upper Sevenmile Creek at W Towne Street crossing,Stream,47.09546,-104.76308
MDEQ_WQ_WQX-Y23YELLR01,Montana,Yellowstone River at Sidney,Stream,47.673611,-104.1575
MDEQ_WQ_WQX-Y23YELLR03,Montana,Yellowstone River 1/4 mile above Calypso Bridge,Stream,46.7763,-105.4067
MDEQ_WQ_WQX-Y23YELLR06,Montana,Yellowstone River at Diamond Willow FAS at North Dakota border,Stream,47.75662,-104.05474
MDEQ_WQ_WQX-Y23YELLR50,Montana,Yellowstone River downstream diversion dam,Stream,47.2797,-104.5256
MDEQ_WQ_WQX-Y23YELLR55,Montana,Yellowstone River at Stipek FAS,Stream,47.2052,-104.659
MDEQ_WQ_WQX-Y23YELLR60,Montana,Yellowstone River at Black Bridge FAS,Stream,47.09828,-104.73065
MDEQ_WQ_WQX-Y23YELLR92,Montana,Yellowstone River downstream Powder River at Terry,Stream,46.80384,-105.2957
MDEQ_WQ_WQX-Y27HAYC01,Montana,Hay Creek near mouth,Stream,46.06371,-104.33472
MDEQ_WQ_WQX-Y27LBVRC01,Montana,Little Beaver Creek east of Carter/Fallon county line,Stream,46.0453,-104.3728
MDEQ_WQ_WQX-Y27LBVRC17,Montana,Little Beaver Creek just downstream Hay Creek,Stream,46.06547,-104.33593
MONT_PPL_WQX-1&2 STEP SUMP,Montana,Units 1&2 Fly Ash Evap Pond,Stream,45.894313,-106.635562
MONT_PPL_WQX-3&4 MD IT,Montana,Units 3&4 Effl Holding Pond,Stream,45.874572,-106.545523
MONT_PPL_WQX-3&4 MDS,Montana,Units 3&4 Effl Holding Pond,Stream,45.873243,-106.546913
MONT_PPL_WQX-3&4 SD IT,Montana,Units 3&4 Effl Holding Pond,Stream,45.866337,-106.532862
MONT_PPL_WQX-3&4 SDS,Montana,Units 3&4 Effl Holding Pond,Stream,45.866178,-106.531475
MONT_PPL_WQX-560A - TRENCH,Montana,Units 3&4 Effl Holding Pond,Stream,45.871339,-106.525771
MONT_PPL_WQX-AR-10PBR,Montana,East Fork Armells Creek,Stream,45.918163,-106.641127
MONT_PPL_WQX-AR-11,Montana,East Fork Armells Creek,Stream,45.916315,-106.641679
MONT_PPL_WQX-AR-12,Montana,East Fork Armells Creek,Stream,45.875686,-106.627504
MONT_PPL_WQX-AR-1NF,Montana,East Fork Armells Creek,Stream,45.900909,-106.62954
MONT_PPL_WQX-AR-2SF,Montana,East Fork Armells Creek,Stream,45.890118,-106.623144
MONT_PPL_WQX-AR-3,Montana,East Fork Armells Creek,Stream,45.888352,-106.620423
MONT_PPL_WQX-AR-4,Montana,East Fork Armells Creek,Stream,45.883106,-106.620121
MONT_PPL_WQX-AR-5,Montana,East Fork Armells Creek,Stream,45.879556,-106.624376
MONT_PPL_WQX-AR-6,Montana,East Fork Armells Creek,Stream,45.912603,-106.6396
MONT_PPL_WQX-AR-7,Montana,East Fork Armells Creek,Stream,45.908882,-106.636145
MONT_PPL_WQX-AR-8,Montana,East Fork Armells Creek,Stream,45.906811,-106.634374
MONT_PPL_WQX-AR-9,Montana,East Fork Armells Creek,Stream,45.903999,-106.632626
MONT_PPL_WQX-DP-3 IT,Montana,Units 3&4 Effl Holding Pond,Stream,45.880462,-106.581606
MONT_PPL_WQX-DP-5IT,Montana,Units 3&4 Effl Holding Pond,Stream,45.875855,-106.560483
MONT_PPL_WQX-SP-15 NORTH,Montana,Units 3&4 Effl Holding Pond,Stream,45.869956,-106.562314
MONT_PPL_WQX-SP-15 NORTHWEST,Montana,Units 3&4 Effl Holding Pond,Stream,45.871289,-106.564305
MONT_PPL_WQX-SP-15 SOUTH,Montana,Units 3&4 Effl Holding Pond,Stream,45.868534,-106.564712
MDEQ_WQ_WQX-Y05CFYR999,Montana,Clarks Fork of Yellowstone River near the mouth,Stream,45.65,-108.714722
MDEQ_WQ_WQX-Y06YELSR05,Montana,Yellowstone River about 1.5 miles downstream Hwy 212 bridge,Stream,45.65,-108.73297
MTVOLWQM_WQX-HAB-YLLW9ST,Montana,Yellowstone River in Livingston near 9th Street bridge,Stream,45.65,-110.5619
MDEQ_REM_WQX-SS-06G,Montana,Silver Bow Creek above WWTP,Stream,45.99648,-112.56316
MT305B_SECONDARYDATA-FC-1,Montana,Fairway Creek 01,Stream,48.28088,-115.89543
MT305B_SECONDARYDATA-LC-1,Montana,Lake Creek 01,Stream,48.30413,-115.86556
MT305B_SECONDARYDATA-LC-2,Montana,Lake Creek 02,Stream,48.32901,-115.86549
MT305B_SECONDARYDATA-LC-4,Montana,Lake Creek 04,Stream,48.35521,-115.84843
MT305B_SECONDARYDATA-SC-15A,Montana,Stanley Creek 15A,Stream,48.24323,-115.90768
MT305B_SECONDARYDATA-SC-15B,Montana,Stanley Creek 15B,Stream,48.24307,-115.90728
MT305B_SECONDARYDATA-SC-15C,Montana,Stanley Creek 15C,Stream,48.24311,-115.90659
MT305B_SECONDARYDATA-SC-17A,Montana,Stanley Creek 17A,Stream,48.25097,-115.89722
MT305B_SECONDARYDATA-SC-2,Montana,Stanley Creek 02,Stream,48.2813,-115.89307
MT305B_SECONDARYDATA-T10SW,Montana,Transect 10 on Ben Hart Creek,Stream,45.853715,-111.190014
MT305B_SECONDARYDATA-T11SW,Montana,East Gallatin above Ben Hart Creek,Stream,45.854861,-111.189797
MT305B_SECONDARYDATA-T12SW,Montana,East Gallatin below Ben Hart Creek,Stream,45.852936,-111.192281
MT305B_SECONDARYDATA-T1SW,Montana,Transect 1 on Ben Hart Creek,Stream,45.828684,-111.166764
MT305B_SECONDARYDATA-T2SW,Montana,Transect 2 on Ben Hart Creek,Stream,45.829394,-111.169136
MT305B_SECONDARYDATA-T3SW,Montana,Transect 3 on Ben Hart Creek,Stream,45.829544,-111.170039
MT305B_SECONDARYDATA-T4SW,Montana,Transect 4 on Ben Hart Creek,Stream,45.83048,-111.17118
MT305B_SECONDARYDATA-T5SW,Montana,Transect 5 on Ben Hart Creek,Stream,45.83489,-111.17354
MT305B_SECONDARYDATA-T6SW,Montana,Transect 6 on Ben Hart Creek,Stream,45.83957,-111.17459
MT305B_SECONDARYDATA-T7SW,Montana,Transect 7 on Ben Hart Creek,Stream,45.84184,-111.1757
MT305B_SECONDARYDATA-T8SW,Montana,Transect 8 on Ben Hart Creek,Stream,45.84588,-111.17633
MT305B_SECONDARYDATA-T9SW,Montana,Transect 9 on Ben Hart Creek,Stream,45.853036,-111.184711
MT305B_SECONDARYDATA-THDSW,Montana,Toohey Ditch near mouth,Stream,45.841112,-111.175916
MT305B_SECONDARYDATA-TT1SW,Montana,Tributary Tansect 1,Stream,45.831867,-111.170405
MT305B_SECONDARYDATA-WVDSW,Montana,Weaver Ditch near mouth,Stream,45.827874,-111.16835
MTNWE-MM-1,Montana,Madison River upstream Hebgen Reservoir at Hwy 287 bridge,Stream,44.71564,-111.1026
MTNWE-MM-10,Montana,Missouri River downstream from Great Falls Dams,Stream,47.58168,-111.06024
MTNWE-MM-2,Montana,Madison River downstream Hebgan Dam,Stream,44.86653,-111.33844
MTNWE-MM-3,Montana,Madison River at Varney Bridge upstream from Madison Reservoir,Stream,45.23263,-111.75168
MTNWE-MM-4,Montana,Madison River downstream from Madison Dam,Stream,45.48891,-111.63438
MTNWE-MM-5,Montana,"Missouri River at Toston Bridge, upstream Canyon Ferry Reservoir",Stream,46.17181,-111.4435
MTNWE-MM-6,Montana,Missouri River downstream Canyon Ferry Dam,Stream,46.64909,-111.72813
MTNWE-MM-7,Montana,Missouri River downstream from Hauser Dam,Stream,46.76507,-111.88905
MTNWE-MM-8,Montana,Missouri River downstream from Holter Dam,Stream,46.99478,-112.01091
MTNWE-MM-9,Montana,"Missouri River at Central Ave Bridge, upstream from Great Falls Reservoirs",Stream,47.50678,-111.31251
MTNWE-MM-B-10,Montana,Morony,Stream,47.58428,-111.06034
MTNWE-MM-B-2,Montana,Hebgen,Stream,44.86468,-111.35105
MTNWE-MM-B-3,Montana,Ennis,Stream,45.34368,-111.72511
MTNWE-MM-B-5,Montana,Toston,Stream,46.14419,-111.41351
MTNWE-MM-B-7,Montana,Downstream from Hauser Dam,Stream,46.76657,-111.89092
MTNWE-MM-B-8,Montana,Holter,Stream,46.99989,-112.00498
MTVOLWQM_WQX-17MILEC,Montana,Lower 17-mile Creek,Stream,48.67825,-115.85216
MTVOLWQM_WQX-BLAIN-VRD,Montana,Blaine Spring Creek at Varney Rd,Stream,45.232549,-111.757164
MTVOLWQM_WQX-ALVA_3,Montana,Lake Alva at Campground Boat Launch,Lake,47.323087,-113.584782
MDEQ_WQ_WQX-M09BEAVC02,Montana,Beaver Creek at the mouth,Stream,46.444655,-111.712539
MTWTRSHD_WQX-TW-SW-01,Montana,Tramway Creek immediately downstream of Tramway Creek,Stream,46.467616,-112.420416
USGS-464430111130201,Montana,"Beaver Cr at Clear Range Rd, nr Ft Logan, MT",Stream,46.74175,-111.2170833
MDEQ_WQ_WQX-M10BEVRC14,Montana,Beaver Creek at Clear Range Rd crossing,Stream,46.74175,-111.21706
MTVOLWQM_WQX-BAISNC,Montana,Basin Creek,Stream,48.87888,-115.48322
MTVOLWQM_WQX-BC-78,Montana,Butcher Cr at Hwy 78,Stream,45.483228,-109.451708
MTVOLWQM_WQX-BCEF-78,Montana,East Fork Butcher Cr at Hwy 78,Stream,45.320447,-109.455711
MTVOLWQM_WQX-BC-M,Montana,Butcher Cr at Butcher Cr midway bridge,Stream,45.394012,-109.442494
MTVOLWQM_WQX-MIL-GIB,Montana,Miller Creek just d/s Little Park Creek,Stream,46.765686,-113.943077
MTVOLWQM_WQX-BCWF-78,Montana,West Branch Butcher Cr at Hwy 78,Stream,45.323432,-109.467198
MTVOLWQM_WQX-BB,Montana,Blue Bay Campground,Lake,47.826946,-114.028369
MTVOLWQM_WQX-BER,Montana,Bertha (Summit) Creek,Stream,47.36367,-113.59835
MTVOLWQM_WQX-BGHNR_RM52,Montana,Bighorn River at Two Leggings FAS upstream of MT-313 Bridge,Stream,45.644583,-107.659667
MTVOLWQM_WQX-BGHNR_RM72,Montana,Bighorn River at Bighorn FAS,Stream,45.416117,-107.79015
MTVOLWQM_WQX-BGHNR_RM75,Montana,Bighorn River at Three Rivers,Stream,45.38145,-107.811483
MTVOLWQM_WQX-BHBRGL,Montana,Big Hole - Middle River,Stream,45.54156,-112.69621
MTVOLWQM_WQX-BHJ,Montana,Big Hole - at Jackson,Stream,45.361639,-113.440727
MTVOLWQM_WQX-BHKA,Montana,Big Hole - at Kalsta Bridge,Stream,45.525341,-112.701475
MTVOLWQM_WQX-BHMEL,Montana,Big Hole - at Melrose,Stream,45.62572,-112.68745
MTVOLWQM_WQX-BHMELBR,Montana,Big Hole - Middle River,Stream,45.58417,-112.68718
MTVOLWQM_WQX-BHMR,Montana,Big Hole - at Maiden Rock,Stream,45.702308,-112.735628
MTVOLWQM_WQX-BHMUD,Montana,Big Hole - at Mudd Creek bridge,Stream,45.806526,-113.310866
MTVOLWQM_WQX-BHRA_BHL1,Montana,"Bighorn Lake 0.35 km above dam, near Ft Smith, MT",Lake,45.301372,-107.964172
MTVOLWQM_WQX-BHRA_LBRC,Montana,"Little Bighorn River at Hwy 384 Bridge, near Hardin MT",Stream,45.736183,-107.5584
MTVOLWQM_WQX-BHRA_RM40,Montana,"Bighorn River at Arapooish FAS, near Hardin MT",Stream,45.75615,-107.565217
MTVOLWQM_WQX-BHRA_RM84LB,Montana,"Bighorn River Afterbay Dam near Fort Smith, MT",Stream,45.317583,-107.9186
MTVOLWQM_WQX-BHRA_RM84RB,Montana,"Bighorn River Afterbay Dam near Fort Smith, MT",Stream,45.317017,-107.91823
MTVOLWQM_WQX-BHRA_Y11BGHNR01,Montana,Bighorn River at Mallards Landing FAS,Stream,45.521367,-107.726783
MTVOLWQM_WQX-BHRA_Y11BIGH01,Montana,Bighorn River at Manual Lisa FAS downstream of I-94 Bridge,Stream,46.144517,-107.464533
MTVOLWQM_WQX-BHSK,Montana,Big Hole - at Skinner Meadows,Stream,45.18033,-113.51716
MTVOLWQM_WQX-BHTW,Montana,Big Hole - near Twin Bridges at High Road Bridge,Stream,45.549705,-112.36064
MTVOLWQM_WQX-BHW,Montana,Big Hole - at Wisdom,Stream,45.62071,-113.454946
MTVOLWQM_WQX-BIG1,Montana,"Big Creek near mouth, lower",Stream,45.299,-110.831
MTVOLWQM_WQX-BOETTCHERPK,Montana,Boettcher Park,Lake,47.698604,-114.134184
MTVOLWQM_WQX-BIG SKY_2,Montana,Big Sky Lake South Hole,Lake,47.1133,-113.38798
MTVOLWQM_WQX-BIG SKY_3,Montana,Big Sky Lake (Fish Lake) at Boat Launch by Fish Creek,Lake,47.11166,-113.382449
USGS-06076690,Montana,Smith River near Ft Logan MT,Stream,46.7958,-111.1785556
MTVOLWQM_WQX-BLI,Montana,Blind Canyon Creek,Stream,47.19705,-113.4233
MDEQ_WQ_WQX-C04WHITC01,Montana,White Creek,Stream,46.7958,-114.6607
MTWTRSHD_WQX-BH-4,Montana,BROADWATER_HYDROELECTRIC_4,Stream,46.12128,-111.39877
MTVOLWQM_WQX-PAT-HIL,Montana,Pattee Creek at Hillcrest Loop,Stream,46.840797,-113.991776
MTVOLWQM_WQX-CC-HWY,Montana,Cherry Creek at Highway,Stream,45.62215,-111.54866
MTVOLWQM_WQX-BS_ECOLI,Montana,BSECOLI,Lake,47.111,-113.382
MTVOLWQM_WQX-BURNTC,Montana,Burnt Creek,Stream,48.72946,-115.87021
MTVOLWQM_WQX-BUT_BUT,Montana,Butler Creek at Butler Creek Rd,Stream,46.970065,-114.03717
MTVOLWQM_WQX-BUT_INT,Montana,Butler Creek at Interstate Pl,Stream,46.933205,-114.097495
MTVOLWQM_WQX-BUT_SNO,Montana,Butler Creek at Snowbowl,Stream,47.013901,-113.999228
MTVOLWQM_WQX-OBR_TRA,Montana,O'Brien at the Trailhead,Stream,46.852188,-114.168892
MTVOLWQM_WQX-CED1,Montana,Cedar Creek near mouth,Stream,45.143,-110.813
MTVOLWQM_WQX-CLARKSFK-CARLSON,Montana,Clarks Fork Yellowstone River at Carlson Bridge,Stream,45.189667,-108.984417
